area_type,availability,location,bhk,total_sqft,bath,balcony,price,price_per_sqft,sqft_per_bhk
Super built-up  Area,Ready To Move,hennur,2,1075.0,2.0,1.0,52.0,4837.209302325581,537.5
Super built-up  Area,18-Mar,chandapura,1,530.0,1.0,0.0,11.66,2200.0,530.0
Built-up  Area,Ready To Move,bellandur,2,1205.0,2.0,3.0,66.0,5477.178423236514,602.5
Super built-up  Area,Ready To Move,5th phase jp nagar,2,1075.0,2.0,2.0,60.0,5581.395348837209,537.5
Built-up  Area,Ready To Move,kr puram,2,930.0,2.0,2.0,39.0,4193.548387096775,465.0
Super built-up  Area,Ready To Move,balagere,2,1380.0,2.0,1.0,60.0,4347.826086956522,690.0
Super built-up  Area,Ready To Move,hebbal,4,2483.0,5.0,2.0,212.0,8538.058799838904,620.75
Built-up  Area,Ready To Move,kodigehaali,2,1166.0,2.0,2.0,55.0,4716.981132075472,583.0
Super built-up  Area,Ready To Move,bannerghatta road,2,1050.0,2.0,1.0,65.0,6190.476190476191,525.0
Super built-up  Area,Ready To Move,begur road,2,1200.0,2.0,2.0,46.8,3900.0,600.0
Super built-up  Area,Ready To Move,lakshminarayana pura,3,1600.0,2.0,1.0,108.0,6750.0,533.3333333333334
Super built-up  Area,Ready To Move,billekahalli,3,1935.0,3.0,2.0,110.0,5684.754521963824,645.0
Super built-up  Area,18-May,8th phase jp nagar,1,451.0,1.0,0.0,29.9,6629.711751662971,451.0
Super built-up  Area,Ready To Move,electronic city,3,1800.0,3.0,2.0,95.0,5277.777777777777,600.0
Super built-up  Area,18-May,jalahalli,3,1400.0,3.0,0.0,77.0,5500.0,466.6666666666667
Super built-up  Area,Ready To Move,hegde nagar,3,1801.0,3.0,2.0,115.0,6385.341476957246,600.3333333333334
Built-up  Area,Ready To Move,mahadevpura,2,1451.0,2.0,0.0,90.0,6202.618883528601,725.5
Plot  Area,19-Jan,anekal,2,1200.0,1.0,1.0,36.0,3000.0,600.0
Super built-up  Area,Ready To Move,begur road,2,1160.0,2.0,2.0,44.0,3793.103448275862,580.0
Built-up  Area,Ready To Move,kengeri,2,1000.0,2.0,1.0,25.0,2500.0,500.0
Super built-up  Area,Ready To Move,kanakpura road,2,950.0,2.0,1.0,40.0,4210.526315789473,475.0
Built-up  Area,Ready To Move,vijayanagar,3,1580.0,2.0,0.0,134.0,8481.012658227848,526.6666666666666
Super built-up  Area,21-Jun,vijayanagar,3,1826.0,3.0,2.0,121.0,6626.506024096386,608.6666666666666
Built-up  Area,Ready To Move,7th phase jp nagar,2,1245.0,2.0,1.0,94.0,7550.2008032128515,622.5
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1145.0,2.0,2.0,45.79,3999.126637554585,572.5
Super built-up  Area,Ready To Move,sompura,2,825.0,2.0,1.0,33.0,4000.0,412.5
Super built-up  Area,18-Aug,yeshwanthpur,3,1693.0,3.0,3.0,108.0,6379.208505611341,564.3333333333334
Super built-up  Area,Ready To Move,electronics city phase 1,2,1113.27,2.0,2.0,53.0,4760.74986301616,556.635
Built-up  Area,Ready To Move,doddathoguru,2,1050.0,2.0,1.0,32.0,3047.6190476190477,525.0
Built-up  Area,Ready To Move,dodda nekkundi,2,1260.0,2.0,2.0,55.0,4365.079365079365,630.0
Built-up  Area,Ready To Move,hosur road,2,1656.0,2.0,1.0,120.0,7246.376811594203,828.0
Super built-up  Area,Ready To Move,chandapura,3,1208.0,3.0,1.0,45.0,3725.1655629139073,402.6666666666667
Super built-up  Area,Ready To Move,whitefield,3,1910.0,3.0,2.0,161.0,8429.319371727748,636.6666666666666
Super built-up  Area,Ready To Move,whitefield,4,3252.0,4.0,1.0,230.0,7072.570725707257,813.0
Plot  Area,Ready To Move,battarahalli,2,1200.0,2.0,1.0,65.0,5416.666666666667,600.0
Super built-up  Area,Ready To Move,7th phase jp nagar,2,1175.0,2.0,1.0,82.0,6978.723404255319,587.5
Plot  Area,Ready To Move,bannerghatta road,4,1200.0,2.0,0.0,125.0,10416.666666666666,300.0
Super built-up  Area,Ready To Move,rajaji nagar,3,2390.0,3.0,2.0,410.0,17154.81171548117,796.6666666666666
Super built-up  Area,Ready To Move,kengeri,2,750.0,2.0,1.0,38.0,5066.666666666667,375.0
Super built-up  Area,Ready To Move,kanakpura road,3,1550.0,3.0,3.0,64.5,4161.290322580645,516.6666666666666
Super built-up  Area,Ready To Move,billekahalli,2,1125.0,2.0,2.0,62.0,5511.111111111111,562.5
Plot  Area,Ready To Move,nagarbhavi,3,1350.0,3.0,2.0,150.0,11111.111111111111,450.0
Plot  Area,17-Dec,anandapura,2,1000.0,2.0,1.0,55.0,5500.0,500.0
Built-up  Area,18-Aug,bommasandra industrial area,2,1090.0,2.0,2.0,31.48,2888.0733944954127,545.0
Plot  Area,Ready To Move,tc palaya,2,1200.0,2.0,0.0,60.0,5000.0,600.0
Super built-up  Area,Ready To Move,budigere,3,1991.0,4.0,2.0,103.0,5173.279758915118,663.6666666666666
Super built-up  Area,18-Oct,bommasandra,2,1060.0,2.0,1.0,26.5,2500.0,530.0
Super built-up  Area,Ready To Move,ambalipura,2,1105.0,2.0,1.0,75.0,6787.330316742082,552.5
Built-up  Area,Ready To Move,hoodi,2,985.0,2.0,2.0,67.0,6802.030456852792,492.5
Super built-up  Area,17-Jul,balagere,3,1590.0,3.0,2.0,79.0,4968.553459119496,530.0
Super built-up  Area,Ready To Move,cv raman nagar,2,1120.0,2.0,2.0,55.0,4910.714285714285,560.0
Super built-up  Area,Ready To Move,marathahalli,3,1933.0,3.0,2.0,140.0,7242.628039317124,644.3333333333334
Built-up  Area,16-Mar,hosur road,2,1194.0,2.0,0.0,69.0,5778.894472361809,597.0
Super built-up  Area,Ready To Move,brookefield,2,1150.0,2.0,3.0,69.0,6000.0,575.0
Super built-up  Area,Ready To Move,yelenahalli,2,1240.0,2.0,2.0,47.12,3800.0,620.0
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1419.0,2.0,2.0,48.1,3389.7110641296686,709.5
Super built-up  Area,Ready To Move,dasanapura,2,708.0,1.0,1.0,40.0,5649.717514124294,354.0
Plot  Area,Ready To Move,kasavanhalli,3,1000.0,4.0,3.0,110.0,11000.0,333.3333333333333
Super built-up  Area,Ready To Move,bellandur,2,1250.0,2.0,1.0,76.0,6080.0,625.0
Super built-up  Area,Ready To Move,7th phase jp nagar,3,1400.0,2.0,1.0,95.0,6785.714285714285,466.6666666666667
Super built-up  Area,Ready To Move,sarjapur  road,3,1670.0,2.0,3.0,57.0,3413.1736526946106,556.6666666666666
Super built-up  Area,Ready To Move,ardendale,3,1750.0,3.0,2.0,100.0,5714.285714285715,583.3333333333334
Super built-up  Area,Ready To Move,vittasandra,2,1404.0,2.0,1.0,71.0,5056.980056980057,702.0
Super built-up  Area,Ready To Move,hoodi,3,1715.0,2.0,2.0,95.0,5539.35860058309,571.6666666666666
Built-up  Area,18-Apr,electronic city,1,630.0,1.0,1.0,34.65,5500.0,630.0
Super built-up  Area,Ready To Move,harlur,3,1752.12,3.0,2.0,135.0,7704.951715635916,584.04
Super built-up  Area,Ready To Move,hulimavu,3,1650.0,3.0,2.0,78.0,4727.272727272727,550.0
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1295.0,2.0,1.0,55.47,4283.397683397683,647.5
Super built-up  Area,18-Sep,sarjapur  road,2,1346.0,2.0,1.0,74.03,5500.0,673.0
Super built-up  Area,Ready To Move,hormavu,2,1150.0,2.0,2.0,55.0,4782.608695652174,575.0
Super built-up  Area,18-May,chandapura,3,1190.0,2.0,2.0,30.35,2550.4201680672268,396.6666666666667
Super built-up  Area,Ready To Move,aecs layout,3,1620.0,3.0,2.0,98.0,6049.382716049383,540.0
Super built-up  Area,18-Apr,marathahalli,2,950.0,2.0,1.0,46.96,4943.1578947368425,475.0
Super built-up  Area,Ready To Move,harlur,3,2450.0,3.0,0.0,120.0,4897.959183673469,816.6666666666666
Super built-up  Area,18-May,electronic city phase ii,3,1220.0,2.0,1.0,35.23,2887.7049180327863,406.6666666666667
Built-up  Area,Ready To Move,padmanabhanagar,2,1020.0,2.0,2.0,63.0,6176.470588235294,510.0
Built-up  Area,Ready To Move,chikkalasandra,2,1100.0,2.0,2.0,50.0,4545.454545454545,550.0
Super built-up  Area,18-Dec,hebbal,3,1760.0,2.0,2.0,130.0,7386.363636363636,586.6666666666666
Super built-up  Area,Ready To Move,ambalipura,3,1800.0,3.0,3.0,110.0,6111.111111111111,600.0
Super built-up  Area,Ready To Move,akshaya nagar,2,1070.0,2.0,1.0,54.0,5046.728971962617,535.0
Plot  Area,Ready To Move,vidyaranyapura,2,1440.0,2.0,0.0,95.0,6597.222222222223,720.0
Super built-up  Area,Ready To Move,amruthahalli,2,900.0,2.0,1.0,40.0,4444.444444444444,450.0
Super built-up  Area,18-May,whitefield,2,1130.0,2.0,1.0,42.16,3730.973451327434,565.0
Super built-up  Area,Ready To Move,koramangala,2,1320.0,2.0,1.0,165.0,12500.0,660.0
Super built-up  Area,Ready To Move,subramanyapura,2,929.0,2.0,0.0,50.17,5400.4305705059205,464.5
Super built-up  Area,Ready To Move,7th phase jp nagar,4,3600.0,4.0,3.0,400.0,11111.111111111111,900.0
Super built-up  Area,Ready To Move,chikkalasandra,2,1208.0,2.0,1.0,49.0,4056.291390728477,604.0
Super built-up  Area,Ready To Move,hebbal kempapura,2,1130.0,2.0,2.0,60.0,5309.734513274337,565.0
Super built-up  Area,Ready To Move,old madras road,5,4500.0,7.0,3.0,337.0,7488.888888888889,900.0
Super built-up  Area,22-Jun,hoodi,2,1196.0,2.0,2.0,94.42,7894.648829431439,598.0
Built-up  Area,Ready To Move,5th phase jp nagar,2,1150.0,3.0,3.0,52.5,4565.217391304348,575.0
Super built-up  Area,18-Apr,electronic city,2,1128.0,2.0,1.0,63.0,5585.106382978724,564.0
Super built-up  Area,Ready To Move,yelahanka,2,1035.0,2.0,1.0,45.0,4347.826086956522,517.5
Built-up  Area,Ready To Move,kereguddadahalli,2,950.0,2.0,1.0,32.0,3368.4210526315787,475.0
Super built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2.0,1.0,36.0,3348.8372093023254,358.3333333333333
Super built-up  Area,Ready To Move,whitefield,2,1040.0,2.0,1.0,48.5,4663.461538461538,520.0
Super built-up  Area,Ready To Move,lingadheeranahalli,3,1511.0,3.0,1.0,95.0,6287.22700198544,503.6666666666667
Super built-up  Area,19-Dec,hoodi,3,1545.0,3.0,1.0,68.75,4449.838187702266,515.0
Super built-up  Area,Ready To Move,vidyaranyapura,2,1062.0,2.0,3.0,38.0,3578.154425612053,531.0
Super built-up  Area,Ready To Move,jp nagar,2,1000.0,2.0,1.0,35.0,3500.0,500.0
Super built-up  Area,17-May,kambipura,2,883.0,2.0,1.0,45.0,5096.262740656852,441.5
Super built-up  Area,19-Apr,sarjapur  road,2,1195.0,2.0,1.0,70.0,5857.740585774059,597.5
Super built-up  Area,Ready To Move,vittasandra,2,1246.0,2.0,1.0,67.0,5377.2070626003215,623.0
Plot  Area,Ready To Move,banashankari stage iii,4,8500.0,4.0,2.0,145.0,1705.8823529411766,2125.0
Super built-up  Area,18-Dec,haralur road,4,2805.0,5.0,3.0,154.0,5490.196078431372,701.25
Super built-up  Area,Ready To Move,begur road,3,1584.0,3.0,0.0,65.0,4103.535353535353,528.0
Plot  Area,Ready To Move,sector 7 hsr layout,4,3000.0,5.0,1.0,275.0,9166.666666666666,750.0
Built-up  Area,Ready To Move,hosur road,3,1175.0,2.0,2.0,48.0,4085.1063829787236,391.6666666666667
Super built-up  Area,18-Apr,electronic city,3,1599.0,3.0,2.0,125.0,7817.385866166354,533.0
Super built-up  Area,Ready To Move,whitefield,2,1150.0,2.0,1.0,70.0,6086.95652173913,575.0
Super built-up  Area,17-Dec,jakkur,4,5230.0,6.0,1.0,465.0,8891.013384321224,1307.5
Super built-up  Area,Ready To Move,kr puram,2,1155.0,2.0,2.0,42.74,3700.4329004329006,577.5
Super built-up  Area,18-Jul,electronic city phase ii,2,1000.0,2.0,1.0,25.0,2500.0,500.0
Super built-up  Area,Ready To Move,thanisandra,4,3000.0,4.0,0.0,120.0,4000.0,750.0
Built-up  Area,Ready To Move,rajiv nagar,3,1867.0,3.0,1.0,160.0,8569.89823245849,622.3333333333334
Super built-up  Area,18-Jun,ramagondanahalli,2,1251.0,2.0,1.0,47.0,3756.994404476419,625.5
Super built-up  Area,Ready To Move,arekere,2,1222.0,2.0,2.0,45.0,3682.4877250409168,611.0
Super built-up  Area,Ready To Move,bannerghatta road,3,1170.0,2.0,1.0,66.0,5641.025641025641,390.0
Super built-up  Area,Ready To Move,hebbal,3,2400.0,4.0,1.0,245.0,10208.333333333334,800.0
Super built-up  Area,Ready To Move,hsr layout,2,1372.0,2.0,1.0,68.0,4956.268221574344,686.0
Super built-up  Area,Ready To Move,magadi road,3,1282.0,2.0,2.0,49.0,3822.1528861154447,427.3333333333333
Super built-up  Area,Ready To Move,mico layout,9,5000.0,9.0,3.0,210.0,4200.0,555.5555555555555
Super built-up  Area,Ready To Move,kanakpura road,2,1135.0,2.0,1.0,39.73,3500.440528634361,567.5
Built-up  Area,20-Dec,whitefield,3,1768.0,3.0,2.0,101.0,5712.669683257918,589.3333333333334
Super built-up  Area,18-Apr,electronic city,3,1599.0,3.0,2.0,99.0,6191.369606003753,533.0
Plot  Area,18-Mar,whitefield,3,1500.0,3.0,1.0,61.95,4130.0,500.0
Super built-up  Area,Ready To Move,uttarahalli,2,1286.0,2.0,2.0,63.0,4898.9113530326595,643.0
Built-up  Area,Ready To Move,kammanahalli,5,2845.0,5.0,1.0,140.0,4920.91388400703,569.0
Super built-up  Area,18-Sep,hennur road,2,1317.5,2.0,0.0,63.77,4840.2277039848195,658.75
Super built-up  Area,Ready To Move,hebbal,3,3450.0,5.0,2.0,260.0,7536.231884057971,1150.0
Super built-up  Area,18-Apr,munnekollal,2,1102.0,2.0,2.0,53.67,4870.235934664247,551.0
Super built-up  Area,Ready To Move,yelahanka,2,1350.0,2.0,2.0,54.0,4000.0,675.0
Super built-up  Area,Ready To Move,banashankari,3,1200.0,2.0,2.0,42.0,3500.0,400.0
Built-up  Area,Ready To Move,chikkabanavar,2,950.0,2.0,1.0,40.0,4210.526315789473,475.0
Super built-up  Area,21-Dec,kanakpura road,1,525.0,1.0,1.0,27.25,5190.476190476191,525.0
Built-up  Area,Ready To Move,attibele,2,656.0,2.0,1.0,25.0,3810.9756097560976,328.0
Plot  Area,Ready To Move,marathahalli,4,1780.0,4.0,3.0,175.0,9831.460674157302,445.0
Super built-up  Area,21-Feb,bannerghatta road,1,595.0,1.0,1.0,33.32,5600.0,595.0
Super built-up  Area,19-Dec,7th phase jp nagar,3,2225.0,3.0,1.0,160.0,7191.011235955056,741.6666666666666
Super built-up  Area,18-Aug,bommasandra,2,1126.0,2.0,1.0,28.15,2500.0,563.0
Super built-up  Area,Ready To Move,electronics city phase 1,3,1490.0,3.0,1.0,84.0,5637.583892617449,496.6666666666667
Plot  Area,Ready To Move,hrbr layout,4,2000.0,4.0,1.0,300.0,15000.0,500.0
Super built-up  Area,Ready To Move,sarjapur  road,3,1550.0,3.0,3.0,100.0,6451.612903225807,516.6666666666666
Built-up  Area,Ready To Move,whitefield,4,4144.0,4.0,3.0,315.0,7601.351351351352,1036.0
Super built-up  Area,Ready To Move,sarjapur  road,3,2100.0,3.0,2.0,125.0,5952.380952380952,700.0
Super built-up  Area,Ready To Move,vittasandra,2,1404.0,2.0,1.0,69.3,4935.897435897436,702.0
Plot  Area,Ready To Move,sarjapur  road,4,2230.0,4.0,3.0,225.0,10089.686098654709,557.5
Super built-up  Area,18-May,banashankari stage iii,3,1305.0,2.0,1.0,58.7,4498.08429118774,435.0
Super built-up  Area,Ready To Move,marathahalli,2,1230.0,2.0,2.0,80.0,6504.065040650406,615.0
Super built-up  Area,Ready To Move,harlur,3,1460.0,3.0,1.0,73.0,5000.0,486.6666666666667
Built-up  Area,Ready To Move,gottigere,2,967.0,2.0,3.0,45.0,4653.567735263702,483.5
Super built-up  Area,19-Dec,hormavu,1,715.0,1.0,2.0,46.0,6433.566433566433,715.0
Super built-up  Area,Ready To Move,whitefield,3,2500.0,3.0,2.0,313.0,12520.0,833.3333333333334
Super built-up  Area,Ready To Move,mysore road,2,1020.0,2.0,1.0,48.95,4799.019607843137,510.0
Super built-up  Area,Ready To Move,jigani,2,1020.0,2.0,1.0,40.0,3921.5686274509803,510.0
Super built-up  Area,Ready To Move,koramangala,2,1253.0,2.0,1.0,102.0,8140.462889066241,626.5
Super built-up  Area,Ready To Move,nehru nagar,2,961.0,2.0,2.0,38.0,3954.2143600416234,480.5
Built-up  Area,Ready To Move,kanakapura,3,1419.0,3.0,3.0,75.0,5285.412262156448,473.0
Super built-up  Area,Ready To Move,harlur,3,1709.0,3.0,2.0,150.0,8777.062609713283,569.6666666666666
Carpet  Area,Ready To Move,sanjay nagar,2,1100.0,2.0,2.0,98.0,8909.09090909091,550.0
Super built-up  Area,Ready To Move,hsr layout,3,1430.0,2.0,1.0,65.0,4545.454545454545,476.6666666666667
Super built-up  Area,19-May,sarjapur  road,3,1249.0,3.0,2.0,44.71,3579.663730984788,416.3333333333333
Super built-up  Area,Ready To Move,kalena agrahara,3,1450.0,2.0,3.0,85.0,5862.068965517241,483.3333333333333
Super built-up  Area,17-Nov,konanakunte,3,2791.0,3.0,1.0,223.0,7989.967753493372,930.3333333333334
Super built-up  Area,Ready To Move,arekere,3,2060.0,3.0,2.0,140.0,6796.116504854369,686.6666666666666
Built-up  Area,Ready To Move,gottigere,2,891.0,2.0,1.0,25.0,2805.8361391694725,445.5
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1133.0,2.0,1.0,49.07,4330.979699911739,566.5
Built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2.0,1.0,37.0,3441.860465116279,358.3333333333333
Plot  Area,Ready To Move,brookefield,4,2440.0,5.0,2.0,425.0,17418.032786885247,610.0
Built-up  Area,Ready To Move,vidyaranyapura,2,1200.0,2.0,2.0,55.0,4583.333333333333,600.0
Super built-up  Area,Ready To Move,thanisandra,2,1075.0,2.0,2.0,45.8,4260.46511627907,537.5
Super built-up  Area,Ready To Move,kaggadasapura,2,1140.0,2.0,2.0,40.0,3508.7719298245615,570.0
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1090.0,2.0,1.0,42.0,3853.211009174312,545.0
Built-up  Area,Ready To Move,r.t. nagar,4,1500.0,4.0,1.0,70.0,4666.666666666667,375.0
Super built-up  Area,Ready To Move,whitefield,4,4104.0,4.0,2.0,360.0,8771.929824561403,1026.0
Super built-up  Area,Ready To Move,whitefield,3,1790.0,3.0,0.0,100.0,5586.592178770949,596.6666666666666
Super built-up  Area,18-Dec,hebbal,3,1920.0,3.0,2.0,134.0,6979.166666666667,640.0
Built-up  Area,Ready To Move,hrbr layout,2,1374.0,2.0,2.0,95.0,6914.1193595342065,687.0
Carpet  Area,Ready To Move,bannerghatta road,3,1445.0,3.0,2.0,95.0,6574.39446366782,481.6666666666667
Super built-up  Area,19-Dec,kanakapura,1,711.0,1.0,1.0,36.0,5063.291139240507,711.0
Super built-up  Area,Ready To Move,tumkur road,3,1500.0,3.0,3.0,95.0,6333.333333333333,500.0
Super built-up  Area,Ready To Move,whitefield,3,1720.0,3.0,3.0,100.0,5813.953488372093,573.3333333333334
Super built-up  Area,Ready To Move,vasanthapura,3,1400.0,3.0,2.0,60.0,4285.714285714285,466.6666666666667
Built-up  Area,Ready To Move,kundalahalli,2,1030.0,2.0,2.0,49.0,4757.281553398058,515.0
Super built-up  Area,Ready To Move,mysore road,2,1200.0,2.0,1.0,85.0,7083.333333333333,600.0
Plot  Area,Ready To Move,hegde nagar,2,1050.0,1.0,0.0,56.0,5333.333333333333,525.0
Super built-up  Area,Ready To Move,jalahalli,3,2250.0,3.0,2.0,160.0,7111.111111111111,750.0
Super built-up  Area,Ready To Move,bellandur,2,1000.0,2.0,2.0,50.0,5000.0,500.0
Super built-up  Area,Ready To Move,marathahalli,4,3800.0,4.0,3.0,250.0,6578.9473684210525,950.0
Super built-up  Area,Ready To Move,kambipura,2,883.0,2.0,1.0,29.0,3284.2582106455266,441.5
Super built-up  Area,Ready To Move,gm palaya,3,1820.0,2.0,3.0,86.0,4725.274725274725,606.6666666666666
Built-up  Area,Ready To Move,singasandra,3,1440.0,2.0,3.0,65.0,4513.888888888889,480.0
Built-up  Area,Ready To Move,malleshwaram,4,2500.0,5.0,2.0,325.0,13000.0,625.0
Super built-up  Area,18-Aug,mahadevpura,2,1225.0,2.0,2.0,48.0,3918.3673469387754,612.5
Carpet  Area,Ready To Move,chikkalasandra,2,875.0,2.0,3.0,52.8,6034.285714285715,437.5
Super built-up  Area,Ready To Move,jalahalli east,1,750.0,1.0,2.0,40.0,5333.333333333333,750.0
Super built-up  Area,Ready To Move,6th phase jp nagar,2,1180.0,2.0,3.0,80.0,6779.661016949152,590.0
Super built-up  Area,Ready To Move,haralur road,2,1194.0,2.0,2.0,47.0,3936.348408710218,597.0
Super built-up  Area,Ready To Move,hennur road,3,1500.0,2.0,2.0,62.0,4133.333333333333,500.0
Super built-up  Area,Ready To Move,hosakerehalli,3,2378.0,3.0,1.0,262.0,11017.661900756939,792.6666666666666
Super built-up  Area,Ready To Move,sarjapur,2,1128.0,2.0,1.0,60.0,5319.148936170212,564.0
Super built-up  Area,Ready To Move,hebbal,3,1500.0,3.0,1.0,150.0,10000.0,500.0
Super built-up  Area,Ready To Move,sarjapur  road,2,1210.0,2.0,2.0,58.0,4793.388429752066,605.0
Super built-up  Area,20-Oct,kanakpura road,3,1100.0,2.0,1.0,58.0,5272.727272727273,366.6666666666667
Super built-up  Area,Ready To Move,bommasandra,3,1200.0,3.0,2.0,46.0,3833.3333333333335,400.0
Built-up  Area,18-Mar,haralur road,4,3385.0,5.0,0.0,260.0,7680.945347119646,846.25
Super built-up  Area,Ready To Move,horamavu agara,2,1200.0,2.0,1.0,45.0,3750.0,600.0
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1260.0,2.0,1.0,67.39,5348.412698412699,630.0
Super built-up  Area,Ready To Move,mahadevpura,3,1720.0,3.0,3.0,78.0,4534.883720930233,573.3333333333334
Super built-up  Area,Ready To Move,yelahanka,2,1132.5,2.0,0.0,48.13,4249.889624724062,566.25
Super built-up  Area,Ready To Move,yelahanka,2,1210.0,2.0,1.0,45.98,3800.0,605.0
Built-up  Area,Ready To Move,indira nagar,4,2200.0,4.0,2.0,200.0,9090.90909090909,550.0
Super built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2.0,1.0,45.0,4186.046511627907,358.3333333333333
Built-up  Area,Ready To Move,thanisandra,3,1702.0,3.0,2.0,130.0,7638.07285546416,567.3333333333334
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1141.0,2.0,2.0,38.55,3378.6152497808935,570.5
Super built-up  Area,18-Dec,jp nagar,5,5520.0,5.0,0.0,375.0,6793.478260869565,1104.0
Super built-up  Area,Ready To Move,bannerghatta road,3,1640.0,2.0,1.0,120.0,7317.073170731707,546.6666666666666
Super built-up  Area,Ready To Move,kodichikkanahalli,3,1190.0,2.0,2.0,57.0,4789.915966386555,396.6666666666667
Plot  Area,Ready To Move,ombr layout,4,2400.0,4.0,2.0,375.0,15625.0,600.0
Super built-up  Area,Ready To Move,marathahalli,2,1019.0,2.0,2.0,49.85,4892.051030421982,509.5
Super built-up  Area,18-May,akshaya nagar,3,1250.0,3.0,2.0,40.0,3200.0,416.6666666666667
Plot  Area,Ready To Move,brookefield,3,1200.0,3.0,2.0,140.0,11666.666666666666,400.0
Super built-up  Area,Ready To Move,whitefield,2,1140.0,2.0,1.0,56.0,4912.2807017543855,570.0
Super built-up  Area,Ready To Move,lingadheeranahalli,3,1683.0,3.0,1.0,109.0,6476.5300059417705,561.0
Super built-up  Area,Ready To Move,kaggadasapura,3,1515.0,3.0,0.0,83.3,5498.349834983498,505.0
Super built-up  Area,19-Dec,hoodi,4,2118.0,4.0,2.0,111.0,5240.793201133144,529.5
Built-up  Area,Ready To Move,bannerghatta road,4,1380.0,3.0,0.0,58.0,4202.898550724638,345.0
